AttributeValue,QuoteLineItemId,QuoteLineItem.Product2.ProductCode,QuoteLineItem.Fortra_Product_Type__c,QuoteLineItem.NetUnitPrice,QuoteLineItem.UnitPrice,QuoteLineItem.TotalPrice,QuoteLineItem.Source_List_Price__c,QuoteLineItem.Quote.Status,QuoteLineItem.Quote.QuoteTypeText__c
Basic,0QLWC000002RraP4AS,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002RsPl4AK,BI-ISA-NRPS-INSIPE,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002RsPm4AK,BI-ISA-NRPS-IACP,Perpetual,2500,2500,2500,,Draft,New
Basic,0QLWC000002RraV4AS,,Subscription,17.5,35,17.5,,Draft,New
Basic,0QLWC000002RriZ4AS,,Subscription,17.5,35,17.5,,Draft,New
Basic,0QLWC000002RtTt4AK,GOA-GAM-RSS-GAAAS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002RtTx4AK,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002RtTy4AK,GOA-GAM-NRPS-GAAAP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002RtU04AK,SM-AJS-RSS-AJSS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002RtU34AK,,Subscription,16.8,42,16.8,,Draft,New
Basic,0QLWC000002RtU44AK,GOA-GAM-NRPS-GAARP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002RtU84AK,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002RtUE4A0,,Subscription,17.5,35,17.5,,Draft,New
Basic,0QLWC000002RtaL4AS,BI-ISA-NRPS-INSIPE,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002RtaM4AS,BI-ISA-NRPS-IACP,Perpetual,2500,2500,2500,,Draft,New
Basic,0QLWC000002Rxnd4AC,GOA-GAM-RSS-GAAAS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002Rxnh4AC,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002Rxni4AC,GOA-GAM-NRPS-GAAAP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002Rxnk4AC,SM-AJS-RSS-AJSS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002Rxnn4AC,,Subscription,16.8,42,16.8,,Draft,New
Basic,0QLWC000002Rxno4AC,GOA-GAM-NRPS-GAARP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002Rxns4AC,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002Rxny4AC,,Subscription,17.5,35,17.5,,Draft,New
Basic,0QLWC000002Ryjh4AC,BI-ISA-NRPS-INSIPE,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002Ryji4AC,BI-ISA-NRPS-IACP,Perpetual,2500,2500,2500,,Draft,New
Basic,0QLWC000002RytN4AS,GOA-GAM-RSS-GAAWRS,Subscription,12650,12650,12650,,Draft,New
Standard,0QLWC000002Ryuz4AC,ES-SIG-RSS-SSSIGS_LIC,Subscription,577.7064,577.7064,6932.4768,,Accepted,Renewal
Basic,0QLWC000002SDvd4AG,BI-ISA-NRPS-IACP,Perpetual,2500,2500,2500,,Draft,New
Basic,0QLWC000002SDve4AG,BI-ISA-NRPS-INSIPE,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002SQzJ4AW,ES-CEP-RSL-ACTIDB,Subscription,94000,94000,94000,,Draft,New
Basic,0QLWC000002STab4AG,BI-ISA-NRPS-IACP,Perpetual,2500,2500,2500,,Draft,New
Basic,0QLWC000002STac4AG,BI-ISA-NRPS-INSIPE,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002STcD4AW,BI-ISA-NRPS-INSIPE,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002STcE4AW,BI-ISA-NRPS-IACP,Perpetual,2500,2500,2500,,Draft,New
Basic,0QLWC000002STfR4AW,BI-ISA-NRPS-IACP,Perpetual,2500,2500,2500,,Draft,New
Basic,0QLWC000002STfS4AW,BI-ISA-NRPS-INSIPE,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002SU8T4AW,GOA-GAM-RSS-GAAAS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002SU8X4AW,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002SU8Y4AW,GOA-GAM-NRPS-GAAAP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002SU8a4AG,SM-AJS-RSS-AJSS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002SU8d4AG,,Subscription,16.8,42,16.8,,Draft,New
Basic,0QLWC000002SU8e4AG,GOA-GAM-NRPS-GAARP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002SU8i4AG,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002SU8o4AG,,Subscription,17.5,35,17.5,,Draft,New
Basic,0QLWC000002SWmz4AG,GOA-GAM-RSS-GAAAS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002SWn34AG,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002SWn44AG,GOA-GAM-NRPS-GAAAP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002SWn64AG,SM-AJS-RSS-AJSS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002SWn94AG,,Subscription,16.8,42,16.8,,Draft,New
Basic,0QLWC000002SWnA4AW,GOA-GAM-NRPS-GAARP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002SWnE4AW,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002SWnK4AW,,Subscription,17.5,35,17.5,,Draft,New
Basic,0QLWC000002SYaJ4AW,,Subscription,31.5,35,31.5,,Draft,New
Basic,0QLWC000002SYaK4AW,,Subscription,16.38,42,16.38,,Draft,New
Basic,0QLWC000002SYdX4AW,,Subscription,31.5,35,31.5,,Draft,New
Basic,0QLWC000002SYdY4AW,,Subscription,16.38,42,16.38,,Draft,New
Basic,0QLWC000002TDQX4A4,DM-WCU-NRPS-5250PE,Perpetual,3575,3675,10725,,Accepted,New
Basic,0QLWC000002TjJy4AK,BI-ABS-RSS-ABSTSU,Subscription,46,46,46,,Draft,New
Basic,0QLWC000002UCll4AG,DM-WCU-NRPS-5250PE,Perpetual,3675,3675,3675,,Draft,New
Basic,0QLWC000002UWXZ4A4,BI-ISA-NRPS-INSIPE,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002UWXa4AO,BI-ISA-NRPS-IACP,Perpetual,2500,2500,2500,,Draft,New
Basic,0QLWC000002UWan4AG,HRM-HRM-RSL-CLSAAS,Subscription,19.2,19.2,3840,,Draft,New
Expert,0QLWC000002UYeD4AW,GOA-GAM-RSS-GAAWRS,,12650,8410.08390411,12650,,Draft,Renewal
Expert,0QLWC000002UYeE4AW,GOA-GAM-RSS-GASFS,,0,2376.76284247,0,,Draft,Renewal
Expert,0QLWC000002UYeF4AW,GOA-GAM-RSS-GASSS,,0,1279.79537671,0,,Draft,Renewal
Expert,0QLWC000002UYeG4AW,GOA-GAM-RSS-GAAWRS,,12650,8410.08390411,12650,,Draft,Renewal
Expert,0QLWC000002UYeH4AW,GOA-GAM-RSS-GASSS,,0,1279.79537671,0,,Draft,Renewal
Expert,0QLWC000002UYeI4AW,GOA-GAM-RSS-GASFS,,0,2376.76284247,0,,Draft,Renewal
Basic,0QLWC000002V1eb4AC,BI-ISA-NRPS-IACP,Perpetual,2500,2500,2500,,,New
Basic,0QLWC000002V1ec4AC,BI-ISA-NRPS-INSIPE,Perpetual,0,0,0,,,New
Basic,0QLWC000002V1hp4AC,BI-ISA-NRPS-INSIPE,Perpetual,0,0,0,,,New
Basic,0QLWC000002V1hq4AC,BI-ISA-NRPS-IACP,Perpetual,2500,2500,2500,,,New
Basic,0QLWC000002VRh74AG,DM-WCU-NRPS-5250PE,Perpetual,3375,3675,10125,,Accepted,New
Basic,0QLWC000002VXZd4AO,GOA-GAM-RSS-GAAAS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002VXZh4AO,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002VXZi4AO,GOA-GAM-NRPS-GAAAP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002VXZk4AO,SM-AJS-RSS-AJSS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002VXZn4AO,,Subscription,41.55,42,41.55,,Draft,New
Basic,0QLWC000002VXZo4AO,GOA-GAM-NRPS-GAARP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002VXZs4AO,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002VXZy4AO,,Subscription,34.55,35,34.55,,Draft,New
Basic,0QLWC000002VXxp4AG,GOA-GAM-RSS-GAAAS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002VXxt4AG,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002VXxu4AG,GOA-GAM-NRPS-GAAAP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002VXxw4AG,SM-AJS-RSS-AJSS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002VXxz4AG,,Subscription,37.45,42,37.45,,Draft,New
Basic,0QLWC000002VXy04AG,GOA-GAM-NRPS-GAARP,Perpetual,0,0,0,,Draft,New
Basic,0QLWC000002VXy44AG,GOA-GAM-RSS-GAAFTS,Subscription,0,0,0,,Draft,New
Basic,0QLWC000002VXyA4AW,,Subscription,30.45,35,30.45,,Draft,New
Basic,0QLWC000002WdI14AK,ES-CEP-RSL-ACTIDB,Subscription,94000,94000,94000,,Accepted,
Basic,0QLWC000002WdI24AK,VM-DDL-RSL-ACTITH,Subscription,9,9,9,,Accepted,
Basic,0QLWC000002WdUv4AK,DM-WCU-NRPS-5250PE,Perpetual,3375,3675,10125,,Accepted,New
Basic,0QLWC000002WfJp4AK,ES-CEP-RSL-ACTIDB,Subscription,94000,94000,94000,,Accepted,
Basic,0QLWC000002WfJq4AK,VM-DDL-RSL-ACTITH,Subscription,9,9,9,,Accepted,
Basic,0QLWC000002WgZF4A0,GOA-GAM-NRPS-GAAWRP,Perpetual,26450,26450,26450,,Draft,New
Basic,0QLWC000002X2I24AK,ES-CEP-RSL-ACTIDB,Subscription,94000,94000,188000,,Draft,
Basic,0QLWC000002X39F4AS,HRM-HRM-RSL-CLSAAS,Subscription,2180,2180,109000,,Draft,New
Basic,0QLWC000002X4uv4AC,ES-CEP-RSL-ACTIDB,Subscription,94000,94000,94000,,Accepted,
Basic,0QLWC000002X4uw4AC,VM-DDL-RSL-ACTITH,Subscription,9,9,9,,Accepted,
Basic,0QLWC000002X4YP4A0,ES-CEP-RSL-ACTIDB,Subscription,94000,94000,94000,,Accepted,
Basic,0QLWC000002X4YQ4A0,VM-DDL-RSL-ACTITH,Subscription,9,9,9,,Accepted,
Basic,0QLWC000002X68j4AC,ES-CEP-RSL-ACTIDB,Subscription,94000,94000,94000,,Draft,
Basic,0QLWC000002X68k4AC,VM-DDL-RSL-ACTITH,Subscription,9,9,9,,Draft,
Basic,0QLWC000002X6Bx4AK,ES-CEP-RSL-ACTIDB,Subscription,94000,94000,94000,,Accepted,
Basic,0QLWC000002X6By4AK,VM-DDL-RSL-ACTITH,Subscription,9,9,9,,Accepted,
Basic,0QLWC000002Y0dx4AC,ES-SIG-RSS-SSSIGS_LIC,Subscription,369,369,369,,Accepted,New
Basic,0QLWC000002YTxh4AG,ES-SIG-RSS-SSSIGS_LIC,Subscription,,,0,,Draft,Renewal
Basic,0QLWC000002ZmYU4A0,HRM-HRM-RSL-CLSAAS,Subscription,2160,2160,105840,,Accepted,New
Basic,0QLWC000002aBwf4AE,ES-CEP-RSL-ACTIDB,,94000,94000,0,,Draft,
Basic,0QLWC000002aEeP4AU,ES-SIG-RSS-SSSIGS_LIC,Subscription,,,0,,Accepted,Renewal
Basic,0QLWC000002bRcs4AE,ES-CEP-RSL-ACTIDB,,94000,94000,0,,Draft,
Expert,0QLWC000002dNlB4AU,GOA-GAM-RSS-GASSS,,0,0,0,,Ordered,
Basic,0QLWC000002o9zp4AA,ES-CEP-RSL-ACTIDB,,94000,94000,0,,Draft,
Standard,0QLWC0000031Lgb4AE,ES-SIG-RSS-SSSIGS_LIC,Subscription,0,588.924,0,,Draft,Renewal
Standard,0QLWC000003B1gc4AC,RPA-AUT-RNM-AUNM,,,0,0,,Accepted,New
Standard,0QLWC000003BJAT4A4,RPA-AUT-RNM-AUNM,New Maintenance,,0,0,,Draft,New
Standard,0QLWC000003D8Fl4AK,RPA-AUT-RNM-AUNM,,,0,0,,Approved,New
Standard,0QLWC000003LLis4AG,RPA-AUT-NRPS-AMAOP,Perpetual,0,0,0,,Draft,New
Professional,0QLWC000003Du894AC,GS-GSE-RRM-EOPM,Renewal Maintenance,,150.82,150.82,,Approved,Renewal
Professional,0QLWC000003DU894AG,GS-GSE-RRM-EERM,Renewal Maintenance,,6296.61,6296.61,,Approved,Renewal
Professional,0QLWC000003Du8A4AS,GS-GSE-RRM-EOPM,Renewal Maintenance,,150.82,150.82,,Approved,Renewal
Professional,0QLWC000003DU8A4AW,GS-GSE-RRM-EERM,Renewal Maintenance,,6296.61,6296.61,,Approved,Renewal
Professional,0QLWC000003Du8B4AS,GS-GSE-RRM-DMGA,Renewal Maintenance,,839.81,839.81,,Approved,Renewal
Professional,0QLWC000003DU8B4AW,GS-GSE-RRM-EERM,Renewal Maintenance,,6296.61,6296.61,,Approved,Renewal
Professional,0QLWC000003Du8C4AS,GS-GSE-RRM-DMGA,Renewal Maintenance,,839.81,839.81,,Approved,Renewal
Professional,0QLWC000003DU8C4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,606.55,606.55,,Approved,Renewal
Professional,0QLWC000003DU8D4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,606.55,606.55,,Approved,Renewal
Professional,0QLWC000003DU8E4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,606.55,606.55,,Approved,Renewal
Professional,0QLWC000003DU8F4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,606.55,606.55,,Approved,Renewal
Professional,0QLWC000003DU8G4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,606.55,606.55,,Approved,Renewal
Professional,0QLWC000003DU8H4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,606.55,606.55,,Approved,Renewal
Professional,0QLWC000003DU8I4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,606.55,606.55,,Approved,Renewal
Professional,0QLWC000003DU8J4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,356.65,356.65,,Approved,Renewal
Professional,0QLWC000003DU8K4AW,GS-GSE-RRM-EFTAS,Renewal Maintenance,,2123.57,2123.57,,Approved,Renewal
Premier,0QLWC000003DU8L4AW,GS-GSE-RRM-EERM,Renewal Maintenance,,9446.17,9446.17,,Approved,Renewal
Premier,0QLWC000003DU8M4AW,GS-GSE-RRM-EERM,Renewal Maintenance,,9446.17,9446.17,,Approved,Renewal
Premier,0QLWC000003DU8N4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,909.2,909.2,,Approved,Renewal
Premier,0QLWC000003DU8O4AW,GS-GSE-RRM-EERM,Renewal Maintenance,,7522,7522,,Approved,Renewal
Premier,0QLWC000003Du8p4AC,GS-GSE-RNM-EFT8,New Maintenance,,0,0,,Approved,Renewal
Premier,0QLWC000003DU8P4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,724,724,,Approved,Renewal
Premier,0QLWC000003Du8q4AC,GS-GSE-RNM-EFT8,New Maintenance,,0,0,,Approved,Renewal
Premier,0QLWC000003DU8Q4AW,GS-GSE-RRM-EFTAS,Renewal Maintenance,,2537,2537,,Approved,Renewal
Premier,0QLWC000003Du8r4AC,GS-GSE-RNM-EFT8,New Maintenance,,0,0,,Approved,Renewal
Premier,0QLWC000003Du8s4AC,GS-GSE-RNM-EFT8,New Maintenance,,0,0,,Approved,Renewal
Premier,0QLWC000003Du8t4AC,GS-GSE-RNM-ARYNM,New Maintenance,,55.02,55.02,,Approved,Renewal
Premier,0QLWC000003Du8u4AC,GS-GSE-RNM-MSGYNM,New Maintenance,,279.68,279.68,,Approved,Renewal
Premier,0QLWC000003Du8v4AC,GS-GSE-RNM-MSGYNM,New Maintenance,,279.68,279.68,,Approved,Renewal
Premier,0QLWC000003Du8w4AC,GS-GSE-RNM-PAYNM,New Maintenance,,50.43,50.43,,Approved,Renewal
Premier,0QLWC000003Du8x4AC,GS-GSE-RNM-PAYNM,New Maintenance,,50.43,50.43,,Approved,Renewal
Premier,0QLWC000003Du8y4AC,GS-GSE-RNM-PAYNM,New Maintenance,,50.43,50.43,,Approved,Renewal
Premier,0QLWC000003Du8z4AC,GS-GSE-RNM-PAYNM,New Maintenance,,50.43,50.43,,Approved,Renewal
Premier,0QLWC000003Du904AC,GS-GSE-RNM-ARYNM,New Maintenance,,55.02,55.02,,Approved,Renewal
Premier,0QLWC000003Du914AC,GS-GSE-RNM-ARYNM,New Maintenance,,55.02,55.02,,Approved,Renewal
Premier,0QLWC000003Du924AC,GS-GSE-RNM-ARYNM,New Maintenance,,55.02,55.02,,Approved,Renewal
Premier,0QLWC000003Du934AC,GS-GSE-RNM-EFAD,New Maintenance,,143.19,143.19,,Approved,Renewal
Premier,0QLWC000003Du944AC,GS-GSE-RNM-EFAD,New Maintenance,,143.19,143.19,,Approved,Renewal
Premier,0QLWC000003Du954AC,GS-GSE-RNM-EFAD,New Maintenance,,143.19,143.19,,Approved,Renewal
Premier,0QLWC000003Du964AC,GS-GSE-RNM-EFAD,New Maintenance,,143.19,143.19,,Approved,Renewal
Premier,0QLWC000003Du974AC,GS-GSE-RNM-MSGYNM,New Maintenance,,279.68,279.68,,Approved,Renewal
Premier,0QLWC000003Du984AC,GS-GSE-RNM-MSGYNM,New Maintenance,,279.68,279.68,,Approved,Renewal
Premier,0QLWC000003Du994AC,GS-GSE-RNM-RCYNM,New Maintenance,,114.63,114.63,,Approved,Renewal
Premier,0QLWC000003Du9A4AS,GS-GSE-RNM-RCYNM,New Maintenance,,114.63,114.63,,Approved,Renewal
Premier,0QLWC000003Du9B4AS,GS-GSE-RNM-RCYNM,New Maintenance,,114.63,114.63,,Approved,Renewal
Premier,0QLWC000003Du9C4AS,GS-GSE-RNM-RCYNM,New Maintenance,,114.63,114.63,,Approved,Renewal
Premier,0QLWC000003DU9q4AG,GS-GSE-RNM-EFTO,New Maintenance,,625.58,1251.16,,Approved,New
Premier,0QLWC000003DU9r4AG,GS-GSE-RNM-CCMCNM,New Maintenance,,568.58,1137.16,,Approved,New
Premier,0QLWC000003DU9s4AG,GS-GSE-RNM-EFTO,New Maintenance,,312.79,1563.95,,Approved,New
Premier,0QLWC000003DU9t4AG,GS-GSE-RNM-CCMCNM,New Maintenance,,284.29,1421.45,,Approved,New
Premier,0QLWC000003DUA24AO,GS-GSE-RNM-AWENM,New Maintenance,,1396.5,2793,,Approved,New
Premier,0QLWC000003DUA34AO,GS-GSE-RNM-AWENM,New Maintenance,,698.25,3491.25,,Approved,New
Premier,0QLWC000003DUA64AO,GS-GSE-RNM-WORKNE,New Maintenance,,1895.25,3790.5,,Approved,New
Premier,0QLWC000003DuA74AK,GS-GSE-RNM-FSYNM,New Maintenance,,0,0,,Approved,New
Premier,0QLWC000003DUA74AO,GS-GSE-RNM-WORKNE,New Maintenance,,947.63,947.63,,Approved,New
Premier,0QLWC000003DUA84AO,GS-GSE-RNM-AWENM,New Maintenance,,2285.1,2285.1,,Approved,Renewal
Premier,0QLWC000003DUa94AG,GS-GSE-RRM-EERM,Renewal Maintenance,,8933.5,8933.5,,Approved,Renewal
Premier,0QLWC000003DUA94AO,GS-GSE-RNM-AWENM,New Maintenance,,1142.55,1142.55,,Approved,Renewal
Premier,0QLWC000003DUAA4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,3897.62,3897.62,,Approved,Renewal
Premier,0QLWC000003DUaa4AG,GS-GSE-RRM-EERM,Renewal Maintenance,,9634.78,9634.78,,Approved,Renewal
Premier,0QLWC000003DUAa4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,4172.24,4172.24,,Approved,Renewal
Premier,0QLWC000003DUaA4AW,GS-GSE-RRM-EERM,Renewal Maintenance,,8933.5,8933.5,,Approved,Renewal
Premier,0QLWC000003DUAB4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,4172.24,4172.24,,Approved,Renewal
Premier,0QLWC000003DUab4AG,GS-GSE-RRM-EERM,Renewal Maintenance,,9634.78,9634.78,,Approved,Renewal
Premier,0QLWC000003DUAb4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,2086.12,2086.12,,Approved,Renewal
Premier,0QLWC000003DUaB4AW,GS-GSE-RRM-EERM,Renewal Maintenance,,8933.5,8933.5,,Approved,Renewal
Premier,0QLWC000003DUAC4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,750.3,750.3,,Approved,Renewal
Premier,0QLWC000003DUac4AG,GS-GSE-RRM-EERM,Renewal Maintenance,,9634.78,9634.78,,Approved,Renewal
Premier,0QLWC000003DUAc4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,2086.12,2086.12,,Approved,Renewal
Premier,0QLWC000003DUaC4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,859.86,859.86,,Approved,Renewal
Premier,0QLWC000003DUAD4A4,GS-GSE-RRM-EFTAS,Renewal Maintenance,,2629.16,2629.16,,Approved,Renewal
Premier,0QLWC000003DUad4AG,GS-GSE-RRM-EFAR,Renewal Maintenance,,927.36,927.36,,Approved,Renewal
Premier,0QLWC000003DUAd4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,2086.12,2086.12,,Approved,Renewal
Premier,0QLWC000003DUaD4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,859.86,859.86,,Approved,Renewal
Premier,0QLWC000003DUAE4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,750.3,750.3,,Approved,Renewal
Premier,0QLWC000003DUae4AG,GS-GSE-RRM-EFAR,Renewal Maintenance,,927.36,927.36,,Approved,Renewal
Premier,0QLWC000003DUAe4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,2086.12,2086.12,,Approved,Renewal
Premier,0QLWC000003DUaE4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,859.86,859.86,,Approved,Renewal
Premier,0QLWC000003DUAF4A4,GS-GSE-RRM-CCMCRM,Renewal Maintenance,,681.9,681.9,,Approved,Renewal
Premier,0QLWC000003DUaf4AG,GS-GSE-RRM-EFAR,Renewal Maintenance,,927.36,927.36,,Approved,Renewal
Premier,0QLWC000003DUAf4AO,GS-GSE-RRM-EFAR,Renewal Maintenance,,750.3,750.3,,Approved,Renewal
Premier,0QLWC000003DUaF4AW,GS-GSE-RRM-EFTAS,Renewal Maintenance,,3013.07,3013.07,,Approved,Renewal
Premier,0QLWC000003DUAG4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,2086.12,2086.12,,Approved,Renewal
Premier,0QLWC000003DUag4AG,GS-GSE-RRM-EFTAS,Renewal Maintenance,,3249.59,3249.59,,Approved,Renewal
Premier,0QLWC000003DUAg4AO,GS-GSE-RRM-EFAR,Renewal Maintenance,,375.15,375.15,,Approved,Renewal
Premier,0QLWC000003DUaG4AW,GS-GSE-RRM-EFTAS,Renewal Maintenance,,3013.07,3013.07,,Approved,Renewal
Premier,0QLWC000003DUAH4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,375.15,375.15,,Approved,Renewal
Premier,0QLWC000003DUah4AG,GS-GSE-RRM-EFTAS,Renewal Maintenance,,3249.59,3249.59,,Approved,Renewal
Premier,0QLWC000003DUAh4AO,GS-GSE-RRM-EFAR,Renewal Maintenance,,375.15,375.15,,Approved,Renewal
Premier,0QLWC000003DUaH4AW,GS-GSE-RRM-EBMM,Renewal Maintenance,,3919.25,3919.25,,Approved,Renewal
Premier,0QLWC000003DuAI4A0,GS-GSE-RNM-WYNM,New Maintenance,,345.35,345.35,,Approved,New
Premier,0QLWC000003DUAI4A4,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1314.06,1314.06,,Approved,Renewal
Professional,0QLWC000003Duai4AC,GS-GSE-RNM-E8EM,New Maintenance,,0,0,,Approved,New
Premier,0QLWC000003DUai4AG,GS-GSE-RRM-DMRM,Renewal Maintenance,,2322.24,2322.24,,Approved,Renewal
Premier,0QLWC000003DUAi4AO,GS-GSE-RRM-EFAR,Renewal Maintenance,,375.15,375.15,,Approved,Renewal
Premier,0QLWC000003DGyd4AG,GS-GSE-RRM-EERM,Renewal Maintenance,,2709.59,2709.59,,Approved,Renewal
Premier,0QLWC000003DgYd4AK,GS-GSE-RRM-EOPM,Renewal Maintenance,,137.52,137.52,,Approved,Renewal
Premier,0QLWC000003DgYE4A0,GS-GSE-RRM-EFAR,Renewal Maintenance,,386.26,386.26,,Approved,Renewal
Standard,0QLWC000003DGYE4A4,GS-CFT-RRM-CF9REN,Renewal Maintenance,,18.47,18.47,,Approved,Renewal
Premier,0QLWC000003DGye4AG,GS-GSE-RRM-EFAR,Renewal Maintenance,,260.8,260.8,,Approved,Renewal
Premier,0QLWC000003DgYe4AK,GS-GSE-RRM-EERM,Renewal Maintenance,,4328.01,4328.01,,Approved,Renewal
Premier,0QLWC000003DgYF4A0,GS-GSE-RRM-EFAR,Renewal Maintenance,,127.51,127.51,,Approved,Renewal
Standard,0QLWC000003DGYF4A4,GS-CFT-RRM-CF9REN,Renewal Maintenance,,18.47,18.47,,Approved,Renewal
Premier,0QLWC000003DGyf4AG,GS-GSE-RRM-DMGA,Renewal Maintenance,,1686.97,1686.97,,Approved,Renewal
Premier,0QLWC000003DgYf4AK,GS-GSE-RRM-DMGA,Renewal Maintenance,,2316.48,2316.48,,Approved,Renewal
Premier,0QLWC000003DgYG4A0,GS-GSE-RRM-EOPM,Renewal Maintenance,,127.51,127.51,,Approved,Renewal
Standard,0QLWC000003DGYG4A4,GS-CFT-RRM-CF9REN,Renewal Maintenance,,18.47,18.47,,Approved,Renewal
Premier,0QLWC000003DGyg4AG,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1063.06,1063.06,,Approved,Renewal
Premier,0QLWC000003DgYg4AK,GS-GSE-RRM-EFTAW,Renewal Maintenance,,1327.98,1327.98,,Approved,Renewal
Premier,0QLWC000003DgYH4A0,GS-GSE-RRM-EERM,Renewal Maintenance,,4012.99,4012.99,,Approved,Renewal
Standard,0QLWC000003DGYH4A4,GS-CFT-RRM-CF9REN,Renewal Maintenance,,18.47,18.47,,Approved,Renewal
Premier,0QLWC000003DGyh4AG,GS-GSE-RRM-EERM,Renewal Maintenance,,3151.87,3151.87,,Approved,Renewal
Premier,0QLWC000003DgYh4AK,GS-GSE-RRM-EFAR,Renewal Maintenance,,416.58,416.58,,Approved,Renewal
Premier,0QLWC000003DgYI4A0,GS-GSE-RRM-DMGA,Renewal Maintenance,,2147.87,2147.87,,Approved,Renewal
Standard,0QLWC000003DGYI4A4,GS-CFT-RRM-CF9REN,Renewal Maintenance,,18.47,18.47,,Approved,Renewal
Premier,0QLWC000003DGyi4AG,GS-GSE-RRM-EFAR,Renewal Maintenance,,303.37,303.37,,Approved,Renewal
Premier,0QLWC000003DgYi4AK,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1459.74,1459.74,,Approved,Renewal
Premier,0QLWC000003DgYJ4A0,GS-GSE-RRM-EFTAW,Renewal Maintenance,,1231.32,1231.32,,Approved,Renewal
