AttributeValue,QuoteLineItemId,QuoteLineItem.Product2Id,QuoteLineItem.Product2.Name,QuoteLineItem.Product2.ProductCode,QuoteLineItem.Fortra_Product_Type__c,QuoteLineItem.NetUnitPrice,QuoteLineItem.Source_List_Price__c,QuoteLineItem.Quote.Status
Standard,0QLWC000002Ryuz4AC,01tWC00000DCy0FYAT,Structural Sanitization For SECURE ICAP Gateway,ES-SIG-RSS-SSSIGS_LIC,Subscription,577.7064,,Accepted
Basic,0QLWC000002SDvd4AG,01tWC00000DCwVrYAL,Insite Analytics - Core,BI-ISA-NRPS-IACP,Perpetual,2500.0,,Draft
Basic,0QLWC000002SDve4AG,01tWC00000DCwVqYAL,Insite Analytics,BI-ISA-NRPS-INSIPE,Perpetual,0.0,,Draft
Basic,0QLWC000002SQzJ4AW,01tWC00000DD11JYAT,Active Defense BEC Threat Intelligence Service,ES-CEP-RSL-ACTIDB,Subscription,94000.0,,Draft
Basic,0QLWC000002STab4AG,01tWC00000DCwVrYAL,Insite Analytics - Core,BI-ISA-NRPS-IACP,Perpetual,2500.0,,Draft
Basic,0QLWC000002STac4AG,01tWC00000DCwVqYAL,Insite Analytics,BI-ISA-NRPS-INSIPE,Perpetual,0.0,,Draft
Basic,0QLWC000002STcD4AW,01tWC00000DCwVqYAL,Insite Analytics,BI-ISA-NRPS-INSIPE,Perpetual,0.0,,Draft
Basic,0QLWC000002STcE4AW,01tWC00000DCwVrYAL,Insite Analytics - Core,BI-ISA-NRPS-IACP,Perpetual,2500.0,,Draft
Basic,0QLWC000002STfR4AW,01tWC00000DCwVrYAL,Insite Analytics - Core,BI-ISA-NRPS-IACP,Perpetual,2500.0,,Draft
Basic,0QLWC000002STfS4AW,01tWC00000DCwVqYAL,Insite Analytics,BI-ISA-NRPS-INSIPE,Perpetual,0.0,,Draft
Basic,0QLWC000002SU8T4AW,01tWC00000DD1LyYAL,GoAnywhere Advanced Agent,GOA-GAM-RSS-GAAAS,Subscription,0.0,,Draft
Basic,0QLWC000002SU8X4AW,01tWC00000DD1LqYAL,GoAnywhere Accelerated File Transfer,GOA-GAM-RSS-GAAFTS,Subscription,0.0,,Draft
Basic,0QLWC000002SU8Y4AW,01tWC00000DD1LwYAL,GoAnywhere Advanced Agent,GOA-GAM-NRPS-GAAAP,Perpetual,0.0,,Draft
Basic,0QLWC000002SU8a4AG,01tWC00000DD11eYAD,Advanced Job Scheduler,SM-AJS-RSS-AJSS,Subscription,0.0,,Draft
Basic,0QLWC000002SU8d4AG,01tWC00000DD1yoYAD,DCS Advanced Bundle OLD,,Subscription,16.8,,Draft
Basic,0QLWC000002SU8e4AG,01tWC00000DD1M0YAL,GoAnywhere Advanced Reporting,GOA-GAM-NRPS-GAARP,Perpetual,0.0,,Draft
Basic,0QLWC000002SU8i4AG,01tWC00000DD1LqYAL,GoAnywhere Accelerated File Transfer,GOA-GAM-RSS-GAAFTS,Subscription,0.0,,Draft
Basic,0QLWC000002SU8o4AG,01tWC00000DD1yqYAD,DCS Essentials Bundle OLD,,Subscription,17.5,,Draft
Basic,0QLWC000002SWmz4AG,01tWC00000DD1LyYAL,GoAnywhere Advanced Agent,GOA-GAM-RSS-GAAAS,Subscription,0.0,,Draft
Basic,0QLWC000002SWn34AG,01tWC00000DD1LqYAL,GoAnywhere Accelerated File Transfer,GOA-GAM-RSS-GAAFTS,Subscription,0.0,,Draft
Basic,0QLWC000002SWn44AG,01tWC00000DD1LwYAL,GoAnywhere Advanced Agent,GOA-GAM-NRPS-GAAAP,Perpetual,0.0,,Draft
Basic,0QLWC000002SWn64AG,01tWC00000DD11eYAD,Advanced Job Scheduler,SM-AJS-RSS-AJSS,Subscription,0.0,,Draft
Basic,0QLWC000002SWn94AG,01tWC00000DD1yoYAD,DCS Advanced Bundle OLD,,Subscription,16.8,,Draft
Basic,0QLWC000002SWnA4AW,01tWC00000DD1M0YAL,GoAnywhere Advanced Reporting,GOA-GAM-NRPS-GAARP,Perpetual,0.0,,Draft
Basic,0QLWC000002SWnE4AW,01tWC00000DD1LqYAL,GoAnywhere Accelerated File Transfer,GOA-GAM-RSS-GAAFTS,Subscription,0.0,,Draft
Basic,0QLWC000002SWnK4AW,01tWC00000DD1yqYAD,DCS Essentials Bundle OLD,,Subscription,17.5,,Draft
Basic,0QLWC000002SYaJ4AW,01tWC00000DD1yqYAD,DCS Essentials Bundle OLD,,Subscription,31.5,,Draft
Basic,0QLWC000002SYaK4AW,01tWC00000DD1yoYAD,DCS Advanced Bundle OLD,,Subscription,16.38,,Draft
Basic,0QLWC000002SYdX4AW,01tWC00000DD1yqYAD,DCS Essentials Bundle OLD,,Subscription,31.5,,Draft
Basic,0QLWC000002SYdY4AW,01tWC00000DD1yoYAD,DCS Advanced Bundle OLD,,Subscription,16.38,,Draft
Basic,0QLWC000002TDQX4A4,01tWC00000DD117YAD,5250 Integrator,DM-WCU-NRPS-5250PE,Perpetual,3575.0,,Accepted
Basic,0QLWC000002TjJy4AK,01tWC00000DD11GYAT,Abstract,BI-ABS-RSS-ABSTSU,Subscription,46.0,,Draft
Basic,0QLWC000002UCll4AG,01tWC00000DD117YAD,5250 Integrator,DM-WCU-NRPS-5250PE,Perpetual,3675.0,,Draft
Basic,0QLWC000002UWXZ4A4,01tWC00000DCwVqYAL,Insite Analytics,BI-ISA-NRPS-INSIPE,Perpetual,0.0,,Draft
Basic,0QLWC000002UWXa4AO,01tWC00000DCwVrYAL,Insite Analytics - Core,BI-ISA-NRPS-IACP,Perpetual,2500.0,,Draft
Basic,0QLWC000002UWan4AG,01tWC00000DD17PYAT,Click and Launch Security Awareness Training - All Star,HRM-HRM-RSL-CLSAAS,Subscription,19.2,,Draft
Expert,0QLWC000002UYeD4AW,01tWC00000DD1MAYA1,GoAnywhere Advanced Workflows and Reporting,GOA-GAM-RSS-GAAWRS,,12650.0,,Draft
Expert,0QLWC000002UYeE4AW,01tWC00000DD1OPYA1,GoAnywhere Secure Folders,GOA-GAM-RSS-GASFS,,0.0,,Draft
Expert,0QLWC000002UYeF4AW,01tWC00000DD1OjYAL,GoAnywhere SFTP Server,GOA-GAM-RSS-GASSS,,0.0,,Draft
Expert,0QLWC000002UYeG4AW,01tWC00000DD1MAYA1,GoAnywhere Advanced Workflows and Reporting,GOA-GAM-RSS-GAAWRS,,12650.0,,Draft
Expert,0QLWC000002UYeH4AW,01tWC00000DD1OjYAL,GoAnywhere SFTP Server,GOA-GAM-RSS-GASSS,,0.0,,Draft
Expert,0QLWC000002UYeI4AW,01tWC00000DD1OPYA1,GoAnywhere Secure Folders,GOA-GAM-RSS-GASFS,,0.0,,Draft
Basic,0QLWC000002V1eb4AC,01tWC00000DCwVrYAL,Insite Analytics - Core,BI-ISA-NRPS-IACP,Perpetual,2500.0,,
Basic,0QLWC000002V1ec4AC,01tWC00000DCwVqYAL,Insite Analytics,BI-ISA-NRPS-INSIPE,Perpetual,0.0,,
Basic,0QLWC000002V1hp4AC,01tWC00000DCwVqYAL,Insite Analytics,BI-ISA-NRPS-INSIPE,Perpetual,0.0,,
Basic,0QLWC000002V1hq4AC,01tWC00000DCwVrYAL,Insite Analytics - Core,BI-ISA-NRPS-IACP,Perpetual,2500.0,,
Basic,0QLWC000002VRh74AG,01tWC00000DD117YAD,5250 Integrator,DM-WCU-NRPS-5250PE,Perpetual,3375.0,,Accepted
Basic,0QLWC000002VXZd4AO,01tWC00000DD1LyYAL,GoAnywhere Advanced Agent,GOA-GAM-RSS-GAAAS,Subscription,0.0,,Draft
Basic,0QLWC000002VXZh4AO,01tWC00000DD1LqYAL,GoAnywhere Accelerated File Transfer,GOA-GAM-RSS-GAAFTS,Subscription,0.0,,Draft
Basic,0QLWC000002VXZi4AO,01tWC00000DD1LwYAL,GoAnywhere Advanced Agent,GOA-GAM-NRPS-GAAAP,Perpetual,0.0,,Draft
Basic,0QLWC000002VXZk4AO,01tWC00000DD11eYAD,Advanced Job Scheduler,SM-AJS-RSS-AJSS,Subscription,0.0,,Draft
Basic,0QLWC000002VXZn4AO,01tWC00000DD1yoYAD,DCS Advanced Bundle OLD,,Subscription,41.55,,Draft
Basic,0QLWC000002VXZo4AO,01tWC00000DD1M0YAL,GoAnywhere Advanced Reporting,GOA-GAM-NRPS-GAARP,Perpetual,0.0,,Draft
Basic,0QLWC000002VXZs4AO,01tWC00000DD1LqYAL,GoAnywhere Accelerated File Transfer,GOA-GAM-RSS-GAAFTS,Subscription,0.0,,Draft
Basic,0QLWC000002VXZy4AO,01tWC00000DD1yqYAD,DCS Essentials Bundle OLD,,Subscription,34.55,,Draft
Basic,0QLWC000002VXxp4AG,01tWC00000DD1LyYAL,GoAnywhere Advanced Agent,GOA-GAM-RSS-GAAAS,Subscription,0.0,,Draft
Basic,0QLWC000002VXxt4AG,01tWC00000DD1LqYAL,GoAnywhere Accelerated File Transfer,GOA-GAM-RSS-GAAFTS,Subscription,0.0,,Draft
Basic,0QLWC000002VXxu4AG,01tWC00000DD1LwYAL,GoAnywhere Advanced Agent,GOA-GAM-NRPS-GAAAP,Perpetual,0.0,,Draft
Basic,0QLWC000002VXxw4AG,01tWC00000DD11eYAD,Advanced Job Scheduler,SM-AJS-RSS-AJSS,Subscription,0.0,,Draft
Basic,0QLWC000002VXxz4AG,01tWC00000DD1yoYAD,DCS Advanced Bundle OLD,,Subscription,37.45,,Draft
Basic,0QLWC000002VXy04AG,01tWC00000DD1M0YAL,GoAnywhere Advanced Reporting,GOA-GAM-NRPS-GAARP,Perpetual,0.0,,Draft
Basic,0QLWC000002VXy44AG,01tWC00000DD1LqYAL,GoAnywhere Accelerated File Transfer,GOA-GAM-RSS-GAAFTS,Subscription,0.0,,Draft
Basic,0QLWC000002VXyA4AW,01tWC00000DD1yqYAD,DCS Essentials Bundle OLD,,Subscription,30.45,,Draft
Basic,0QLWC000002WdI14AK,01tWC00000DD11JYAT,Active Defense BEC Threat Intelligence Service,ES-CEP-RSL-ACTIDB,Subscription,94000.0,,Accepted
Basic,0QLWC000002WdI24AK,01tWC00000DD11LYAT,Active Threat Sweep - Per Windows Device,VM-DDL-RSL-ACTITH,Subscription,9.0,,Accepted
Basic,0QLWC000002WdUv4AK,01tWC00000DD117YAD,5250 Integrator,DM-WCU-NRPS-5250PE,Perpetual,3375.0,,Accepted
Basic,0QLWC000002WfJp4AK,01tWC00000DD11JYAT,Active Defense BEC Threat Intelligence Service,ES-CEP-RSL-ACTIDB,Subscription,94000.0,,Accepted
Basic,0QLWC000002WfJq4AK,01tWC00000DD11LYAT,Active Threat Sweep - Per Windows Device,VM-DDL-RSL-ACTITH,Subscription,9.0,,Accepted
Basic,0QLWC000002WgZF4A0,01tWC00000DD1M8YAL,GoAnywhere Advanced Workflows and Reporting,GOA-GAM-NRPS-GAAWRP,Perpetual,26450.0,,Draft
Basic,0QLWC000002X2I24AK,01tWC00000DD11JYAT,Active Defense BEC Threat Intelligence Service,ES-CEP-RSL-ACTIDB,Subscription,94000.0,,Draft
Basic,0QLWC000002X39F4AS,01tWC00000DD17PYAT,Click and Launch Security Awareness Training - All Star,HRM-HRM-RSL-CLSAAS,Subscription,2180.0,,Draft
Basic,0QLWC000002X4uv4AC,01tWC00000DD11JYAT,Active Defense BEC Threat Intelligence Service,ES-CEP-RSL-ACTIDB,Subscription,94000.0,,Accepted
Basic,0QLWC000002X4uw4AC,01tWC00000DD11LYAT,Active Threat Sweep - Per Windows Device,VM-DDL-RSL-ACTITH,Subscription,9.0,,Accepted
Basic,0QLWC000002X4YP4A0,01tWC00000DD11JYAT,Active Defense BEC Threat Intelligence Service,ES-CEP-RSL-ACTIDB,Subscription,94000.0,,Accepted
Basic,0QLWC000002X4YQ4A0,01tWC00000DD11LYAT,Active Threat Sweep - Per Windows Device,VM-DDL-RSL-ACTITH,Subscription,9.0,,Accepted
Basic,0QLWC000002X68j4AC,01tWC00000DD11JYAT,Active Defense BEC Threat Intelligence Service,ES-CEP-RSL-ACTIDB,Subscription,94000.0,,Draft
Basic,0QLWC000002X68k4AC,01tWC00000DD11LYAT,Active Threat Sweep - Per Windows Device,VM-DDL-RSL-ACTITH,Subscription,9.0,,Draft
Basic,0QLWC000002X6Bx4AK,01tWC00000DD11JYAT,Active Defense BEC Threat Intelligence Service,ES-CEP-RSL-ACTIDB,Subscription,94000.0,,Accepted
Basic,0QLWC000002X6By4AK,01tWC00000DD11LYAT,Active Threat Sweep - Per Windows Device,VM-DDL-RSL-ACTITH,Subscription,9.0,,Accepted
Basic,0QLWC000002Y0dx4AC,01tWC00000DCy0FYAT,Structural Sanitization For SECURE ICAP Gateway,ES-SIG-RSS-SSSIGS_LIC,Subscription,369.0,,Accepted
Basic,0QLWC000002YTxh4AG,01tWC00000DCy0FYAT,Structural Sanitization For SECURE ICAP Gateway,ES-SIG-RSS-SSSIGS_LIC,Subscription,,,Draft
Basic,0QLWC000002ZmYU4A0,01tWC00000DD17PYAT,Click and Launch Security Awareness Training - All Star,HRM-HRM-RSL-CLSAAS,Subscription,2160.0,,Accepted
Basic,0QLWC000002aBwf4AE,01tWC00000DD11JYAT,Active Defense BEC Threat Intelligence Service,ES-CEP-RSL-ACTIDB,,94000.0,,Draft
Basic,0QLWC000002aEeP4AU,01tWC00000DCy0FYAT,Structural Sanitization For SECURE ICAP Gateway,ES-SIG-RSS-SSSIGS_LIC,Subscription,,,Accepted
Basic,0QLWC000002bRcs4AE,01tWC00000DD11JYAT,Active Defense BEC Threat Intelligence Service,ES-CEP-RSL-ACTIDB,,94000.0,,Draft
Expert,0QLWC000002dNlB4AU,01tWC00000DD1OjYAL,GoAnywhere SFTP Server,GOA-GAM-RSS-GASSS,,0.0,,Ordered
Basic,0QLWC000002o9zp4AA,01tWC00000DD11JYAT,Active Defense BEC Threat Intelligence Service,ES-CEP-RSL-ACTIDB,,94000.0,,Draft
Standard,0QLWC0000031Lgb4AE,01tWC00000DCy0FYAT,Structural Sanitization For SECURE ICAP Gateway,ES-SIG-RSS-SSSIGS_LIC,Subscription,0.0,,Draft
Standard,0QLWC000003B1gc4AC,01tWC00000DD14yYAD,Automate Ultimate-NewMaintenance,RPA-AUT-RNM-AUNM,,,,Accepted
Standard,0QLWC000003BJAT4A4,01tWC00000DD14yYAD,Automate Ultimate-NewMaintenance,RPA-AUT-RNM-AUNM,New Maintenance,,,Draft
Standard,0QLWC000003D8Fl4AK,01tWC00000DD14yYAD,Automate Ultimate-NewMaintenance,RPA-AUT-RNM-AUNM,,,,Approved
Standard,0QLWC000003LLis4AG,01tWC00000DD14LYAT,Automate Maintenance Add Ons,RPA-AUT-NRPS-AMAOP,Perpetual,0.0,,Draft
Professional,0QLWC000003Du894AC,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU894AG,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003Du8A4AS,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU8A4AW,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003Du8B4AS,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU8B4AW,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003Du8C4AS,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU8C4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU8D4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU8E4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU8F4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU8G4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU8H4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU8I4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU8J4AW,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003DU8K4AW,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DU8L4AW,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DU8M4AW,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DU8N4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DU8O4AW,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003Du8p4AC,01tWC00000DD1DwYAL,EFT 8 Continuum-NewMaintenance,GS-GSE-RNM-EFT8,New Maintenance,,,Approved
Premier,0QLWC000003DU8P4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003Du8q4AC,01tWC00000DD1DwYAL,EFT 8 Continuum-NewMaintenance,GS-GSE-RNM-EFT8,New Maintenance,,,Approved
Premier,0QLWC000003DU8Q4AW,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003Du8r4AC,01tWC00000DD1DwYAL,EFT 8 Continuum-NewMaintenance,GS-GSE-RNM-EFT8,New Maintenance,,,Approved
Premier,0QLWC000003Du8s4AC,01tWC00000DD1DwYAL,EFT 8 Continuum-NewMaintenance,GS-GSE-RNM-EFT8,New Maintenance,,,Approved
Premier,0QLWC000003Du8t4AC,01tWC00000DD13fYAD,Audit & Reporting - Yearly-NewMaintenance,GS-GSE-RNM-ARYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du8u4AC,01tWC00000DD1RjYAL,Multi-site Gateway - Yearly-NewMaintenance,GS-GSE-RNM-MSGYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du8v4AC,01tWC00000DD1RjYAL,Multi-site Gateway - Yearly-NewMaintenance,GS-GSE-RNM-MSGYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du8w4AC,01tWC00000DD1UsYAL,PGP Actions - Yearly-NewMaintenance,GS-GSE-RNM-PAYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du8x4AC,01tWC00000DD1UsYAL,PGP Actions - Yearly-NewMaintenance,GS-GSE-RNM-PAYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du8y4AC,01tWC00000DD1UsYAL,PGP Actions - Yearly-NewMaintenance,GS-GSE-RNM-PAYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du8z4AC,01tWC00000DD1UsYAL,PGP Actions - Yearly-NewMaintenance,GS-GSE-RNM-PAYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du904AC,01tWC00000DD13fYAD,Audit & Reporting - Yearly-NewMaintenance,GS-GSE-RNM-ARYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du914AC,01tWC00000DD13fYAD,Audit & Reporting - Yearly-NewMaintenance,GS-GSE-RNM-ARYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du924AC,01tWC00000DD13fYAD,Audit & Reporting - Yearly-NewMaintenance,GS-GSE-RNM-ARYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du934AC,01tWC00000DD1EBYA1,EFT Advanced Workflow Engine AWE Module-NewMaintenance,GS-GSE-RNM-EFAD,New Maintenance,,,Approved
Premier,0QLWC000003Du944AC,01tWC00000DD1EBYA1,EFT Advanced Workflow Engine AWE Module-NewMaintenance,GS-GSE-RNM-EFAD,New Maintenance,,,Approved
Premier,0QLWC000003Du954AC,01tWC00000DD1EBYA1,EFT Advanced Workflow Engine AWE Module-NewMaintenance,GS-GSE-RNM-EFAD,New Maintenance,,,Approved
Premier,0QLWC000003Du964AC,01tWC00000DD1EBYA1,EFT Advanced Workflow Engine AWE Module-NewMaintenance,GS-GSE-RNM-EFAD,New Maintenance,,,Approved
Premier,0QLWC000003Du974AC,01tWC00000DD1RjYAL,Multi-site Gateway - Yearly-NewMaintenance,GS-GSE-RNM-MSGYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du984AC,01tWC00000DD1RjYAL,Multi-site Gateway - Yearly-NewMaintenance,GS-GSE-RNM-MSGYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du994AC,01tWC00000DD1XKYA1,Regulatory Compliance - Yearly-NewMaintenance,GS-GSE-RNM-RCYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du9A4AS,01tWC00000DD1XKYA1,Regulatory Compliance - Yearly-NewMaintenance,GS-GSE-RNM-RCYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du9B4AS,01tWC00000DD1XKYA1,Regulatory Compliance - Yearly-NewMaintenance,GS-GSE-RNM-RCYNM,New Maintenance,,,Approved
Premier,0QLWC000003Du9C4AS,01tWC00000DD1XKYA1,Regulatory Compliance - Yearly-NewMaintenance,GS-GSE-RNM-RCYNM,New Maintenance,,,Approved
Premier,0QLWC000003DU9q4AG,01tWC00000DD1FdYAL,EFT OpenPGP Module-NewMaintenance,GS-GSE-RNM-EFTO,New Maintenance,,,Approved
Premier,0QLWC000003DU9r4AG,01tWC00000DD17WYAT,Cloud Connector Module CCM-NewMaintenance,GS-GSE-RNM-CCMCNM,New Maintenance,,,Approved
Premier,0QLWC000003DU9s4AG,01tWC00000DD1FdYAL,EFT OpenPGP Module-NewMaintenance,GS-GSE-RNM-EFTO,New Maintenance,,,Approved
Premier,0QLWC000003DU9t4AG,01tWC00000DD17WYAT,Cloud Connector Module CCM-NewMaintenance,GS-GSE-RNM-CCMCNM,New Maintenance,,,Approved
Premier,0QLWC000003DUA24AO,01tWC00000DD11pYAD,Advanced Workflow Engine-NewMaintenance,GS-GSE-RNM-AWENM,New Maintenance,,,Approved
Premier,0QLWC000003DUA34AO,01tWC00000DD11pYAD,Advanced Workflow Engine-NewMaintenance,GS-GSE-RNM-AWENM,New Maintenance,,,Approved
Premier,0QLWC000003DUA64AO,01tWC00000DD1yAYAT,Workspaces-NewMaintenance,GS-GSE-RNM-WORKNE,New Maintenance,,,Approved
Premier,0QLWC000003DuA74AK,01tWC00000DD1LeYAL,FTPS Server - Yearly-NewMaintenance,GS-GSE-RNM-FSYNM,New Maintenance,,,Approved
Premier,0QLWC000003DUA74AO,01tWC00000DD1yAYAT,Workspaces-NewMaintenance,GS-GSE-RNM-WORKNE,New Maintenance,,,Approved
Premier,0QLWC000003DUA84AO,01tWC00000DD11pYAD,Advanced Workflow Engine-NewMaintenance,GS-GSE-RNM-AWENM,New Maintenance,,,Approved
Premier,0QLWC000003DUa94AG,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUA94AO,01tWC00000DD11pYAD,Advanced Workflow Engine-NewMaintenance,GS-GSE-RNM-AWENM,New Maintenance,,,Approved
Premier,0QLWC000003DUAA4A4,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUaa4AG,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUAa4AO,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUaA4AW,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUAB4A4,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUab4AG,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUAb4AO,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUaB4AW,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUAC4A4,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUac4AG,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUAc4AO,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUaC4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUAD4A4,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUad4AG,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUAd4AO,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUaD4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUAE4A4,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUae4AG,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUAe4AO,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUaE4AW,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
